Filename,iou
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.027199320016999574
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0034639532366313053
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.09237208631016815
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.013179571663920923
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
bdfea255-f9dc-4694-b0fe-d699aec5b10e,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.001184001184001184
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0005909510618651893
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.4610919223289699
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.001116577689382044
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
a28266ba-94b1-4789-88e7-e7a1c4bc6d0d,0.0
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.004031483970051834
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.01388567461235825
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.00015428527347064721
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.0
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.0
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.24554039874081846
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.018051376996065724
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.0011373976342129207
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.07897815176785782
47a15caf-d139-4fa3-956d-6f8afa5ac376,0.03224562215536527
3397d218-ad10-49dd-a3e0-9b1ee6d3d91d,0.0
3397d218-ad10-49dd-a3e0-9b1ee6d3d91d,0.029366978464215793
3397d218-ad10-49dd-a3e0-9b1ee6d3d91d,0.0
3397d218-ad10-49dd-a3e0-9b1ee6d3d91d,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.009038619556285949
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.019736842105263157
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b97dadd7-8a4f-4bdf-898e-c59489b8add0,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
b8eef91b-bbe7-443c-9e05-b756108d7344,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0064033297314603594
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
55d5a0b4-ff06-4c41-8aee-d3d49febd027,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.012148823082763858
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
5c643f67-e321-4f90-bcd0-58c4517561a9,0.0
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.0
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.0
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.11331120521918278
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.013463156629402572
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.00144248106743599
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.0
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.4440856356895108
3c2270fa-2323-48c2-a341-1ea0d84d7cee,0.0
9ebc1edb-315f-4f0f-bc9b-dfa933bc67d3,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.02737556561085973
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.012443438914027148
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.01832579185520362
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.020955869404430668
125a6b00-d20c-413e-b5fb-3728fcfce39f,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
d6724bee-d28e-4b34-8813-52a86955fa72,0.0
